epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,2972.45,0.90234,1.37612,0.87662,1.16291,0.83916,0.61788,0.75163,0.54557,0.84594,0.62041,0.75952,0.54357,1.01799,1.64704,1.05954,1.22654,0.000346736,0.000346736,0.000346736
82,3008.81,0.89927,1.37464,0.88278,1.16582,0.81994,0.66884,0.76818,0.55805,0.82949,0.67646,0.77541,0.55472,1.00658,1.64812,1.01336,1.2347,0.000330233,0.000330233,0.000330233
83,3045.41,0.89781,1.35041,0.86942,1.15809,0.80818,0.68038,0.77589,0.56306,0.79613,0.70104,0.789,0.55811,0.99762,1.62242,0.99529,1.22116,0.000313729,0.000313729,0.000313729
84,3082.24,0.86966,1.32225,0.83679,1.13258,0.80165,0.662,0.75797,0.55033,0.81374,0.67138,0.77624,0.54706,1.0115,1.63378,1.04556,1.22555,0.000297226,0.000297226,0.000297226
85,3118.7,0.86938,1.31478,0.82474,1.14229,0.78963,0.67755,0.76465,0.56396,0.80103,0.68694,0.78378,0.55418,1.01055,1.63319,1.01728,1.2261,0.000280723,0.000280723,0.000280723
86,3154.26,0.86599,1.30036,0.82372,1.13033,0.82635,0.65869,0.7636,0.55765,0.83625,0.66631,0.78029,0.55553,1.00695,1.66036,1.03741,1.23654,0.00026422,0.00026422,0.00026422
87,3190.86,0.86899,1.33583,0.83738,1.15231,0.81928,0.68178,0.77297,0.56421,0.83243,0.68939,0.78214,0.5611,0.99224,1.62299,1.00295,1.21728,0.000247716,0.000247716,0.000247716
88,3227.35,0.87127,1.33104,0.82602,1.14035,0.82661,0.67633,0.77467,0.56584,0.82787,0.69428,0.79141,0.56168,1.00334,1.57051,1.00538,1.22319,0.000231213,0.000231213,0.000231213
89,3263.76,0.84896,1.30685,0.80595,1.13249,0.79019,0.69235,0.77529,0.56406,0.81283,0.69542,0.7859,0.55389,0.98893,1.60688,0.97779,1.21864,0.00021471,0.00021471,0.00021471
90,3299.93,0.84607,1.31997,0.80046,1.12346,0.8231,0.68379,0.78359,0.57033,0.83118,0.68964,0.78842,0.56383,0.99235,1.61772,0.99453,1.21071,0.000198206,0.000198206,0.000198206
