epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,2610.34,1.35685,1.79712,1.35898,1.40899,0.73736,0.65014,0.71455,0.49084,0.75544,0.65498,0.72764,0.49941,1.19394,1.77676,1.20791,1.41215,0.00103987,0.00103987,0.00103987
40,2677.15,1.33694,1.76643,1.3278,1.40495,0.7229,0.61332,0.7044,0.48863,0.68393,0.64469,0.71208,0.47414,1.16037,1.8981,1.24342,1.3654,0.00102337,0.00102337,0.00102337
41,2743.65,1.32111,1.75684,1.32755,1.39891,0.75125,0.65548,0.74137,0.51934,0.76526,0.67571,0.75735,0.51394,1.14395,1.7242,1.13381,1.35883,0.00100687,0.00100687,0.00100687
42,2810.46,1.31176,1.74163,1.30975,1.38742,0.80529,0.59458,0.70754,0.49631,0.80022,0.60467,0.7145,0.49162,1.17324,1.74002,1.21656,1.38333,0.000990365,0.000990365,0.000990365
43,2876.91,1.31387,1.74769,1.30451,1.39333,0.72691,0.65847,0.72268,0.49415,0.74778,0.64476,0.72873,0.49463,1.17244,1.71969,1.18998,1.35522,0.000973861,0.000973861,0.000973861
44,2943.43,1.30297,1.70158,1.29593,1.36277,0.77659,0.62234,0.73105,0.50497,0.7715,0.6177,0.72223,0.50467,1.16711,1.83265,1.18291,1.39633,0.000957358,0.000957358,0.000957358
45,3009.92,1.28308,1.71434,1.27226,1.3722,0.77033,0.6669,0.75113,0.53111,0.77855,0.67451,0.75544,0.51742,1.13488,1.76891,1.11422,1.3587,0.000940855,0.000940855,0.000940855
46,3076.6,1.2892,1.71911,1.27615,1.36154,0.82064,0.55724,0.7063,0.50936,0.69816,0.65946,0.71709,0.48532,1.10225,1.7407,1.20137,1.33086,0.000924352,0.000924352,0.000924352
47,3143.47,1.27387,1.70633,1.25971,1.35091,0.70622,0.63513,0.72498,0.51719,0.72267,0.63984,0.73739,0.51425,1.08891,1.70724,1.1479,1.31981,0.000907848,0.000907848,0.000907848
48,3210.14,1.24712,1.67304,1.21983,1.34509,0.79483,0.62351,0.73157,0.5189,0.79619,0.62431,0.74084,0.52447,1.12184,1.71444,1.11498,1.3705,0.000891345,0.000891345,0.000891345
49,3276.76,1.26249,1.67707,1.23273,1.3498,0.77189,0.61562,0.72813,0.50075,0.77775,0.62069,0.73361,0.50754,1.14598,1.82283,1.16245,1.35515,0.000874842,0.000874842,0.000874842
50,3343.33,1.2573,1.65371,1.21695,1.34093,0.79485,0.62657,0.7426,0.51355,0.78937,0.62226,0.73919,0.51105,1.16291,1.79409,1.14708,1.36516,0.000858338,0.000858338,0.000858338
51,3409.92,1.23695,1.62041,1.19104,1.33626,0.78798,0.70288,0.76081,0.53491,0.78849,0.70542,0.76712,0.53452,1.13697,1.71068,1.10009,1.37842,0.000841835,0.000841835,0.000841835
52,3476.63,1.22726,1.63392,1.20689,1.33637,0.77268,0.63676,0.74084,0.53387,0.7752,0.64019,0.74682,0.52603,1.08135,1.67027,1.10932,1.32939,0.000825332,0.000825332,0.000825332
