epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,2047.98,1.52559,2.29176,1.9145,1.68657,0.64207,0.50492,0.5306,0.343,0.64206,0.51254,0.54053,0.35099,1.36228,2.06701,1.80107,1.46739,0.00120491,0.00120491,0.00120491
30,2118.16,1.52539,2.29802,1.91153,1.67069,0.62569,0.55953,0.56896,0.37345,0.63254,0.57026,0.57778,0.37006,1.32919,2.08193,1.69451,1.45103,0.0011884,0.0011884,0.0011884
31,2189.19,1.50755,2.2955,1.86668,1.66429,0.64155,0.43701,0.51316,0.34155,0.65296,0.44807,0.528,0.34556,1.3381,2.01059,1.7591,1.47731,0.0011719,0.0011719,0.0011719
32,2258.83,1.51687,2.23545,1.89445,1.67508,0.72184,0.48205,0.53366,0.35078,0.72905,0.48883,0.54204,0.35512,1.31049,2.06491,1.67176,1.44533,0.0011554,0.0011554,0.0011554
33,2328.08,1.46842,2.23156,1.82715,1.6307,0.67637,0.52262,0.58499,0.38706,0.70354,0.53236,0.59635,0.39278,1.26425,2.05171,1.54591,1.42308,0.00113889,0.00113889,0.00113889
34,2399.52,1.45569,2.20238,1.80441,1.62189,0.49895,0.57988,0.5628,0.3678,0.57825,0.5109,0.57143,0.37146,1.31108,2.05419,1.74214,1.43876,0.00112239,0.00112239,0.00112239
35,2469.38,1.45188,2.28604,1.84597,1.60797,0.6805,0.51243,0.55933,0.37932,0.6788,0.52453,0.5773,0.37389,1.24501,2.06746,1.53262,1.39548,0.00110589,0.00110589,0.00110589
36,2539.6,1.42622,2.2059,1.77822,1.58944,0.70175,0.531,0.58458,0.38434,0.70905,0.53607,0.59155,0.37385,1.28343,2.02093,1.54591,1.39566,0.00108938,0.00108938,0.00108938
37,2609.85,1.39975,2.14111,1.71496,1.5679,0.73622,0.53479,0.60191,0.3954,0.74276,0.5391,0.61437,0.3837,1.2658,2.11792,1.48327,1.40392,0.00107288,0.00107288,0.00107288
38,2680.57,1.38903,2.15128,1.70721,1.55308,0.70394,0.53036,0.5856,0.38603,0.71123,0.53889,0.59426,0.38149,1.26264,2.12155,1.51201,1.41072,0.00105638,0.00105638,0.00105638
39,2750.43,1.3735,2.14981,1.68665,1.53268,0.67875,0.533,0.61003,0.4128,0.66495,0.53903,0.61765,0.41774,1.23435,2.10761,1.45437,1.37641,0.00103987,0.00103987,0.00103987
40,2821.64,1.35197,2.12782,1.65198,1.52907,0.79657,0.50103,0.61759,0.41305,0.78865,0.49849,0.61459,0.35839,1.19684,2.19679,1.40957,1.35937,0.00102337,0.00102337,0.00102337
41,2891.61,1.33677,2.11331,1.62864,1.51726,0.73647,0.52999,0.60414,0.40282,0.74409,0.5376,0.61343,0.39307,1.21931,2.02906,1.40848,1.37002,0.00100687,0.00100687,0.00100687
42,2961.93,1.35708,2.1624,1.66595,1.50626,0.72597,0.52881,0.61586,0.41264,0.80144,0.49938,0.61578,0.37864,1.18811,2.09913,1.37846,1.32908,0.000990365,0.000990365,0.000990365
43,3031.89,1.33606,nan,1.64004,1.49009,0.63959,0.468,0.5508,0.35613,0,0,0,0,1.26073,nan,7.46962,1.40618,0.000973861,0.000973861,0.000973861
44,3104.87,1.6673,3.51037,3.22002,1.78889,0.0049,0.29775,0.00324,0.00111,0,0,0,0,3.09842,nan,inf,9.16167,0.000957358,0.000957358,0.000957358
45,3177.56,1.98954,4.08097,4.13801,2.05913,0.04491,0.03146,0.01057,0.00485,0,0,0,0,1.8829,nan,16.0182,2.024,0.000940855,0.000940855,0.000940855
46,3250.59,2.0043,4.10044,4.49142,2.08908,0.06679,0.13166,0.02694,0.01276,0,0,0,0,1.73839,nan,9.69073,2.01826,0.000924352,0.000924352,0.000924352
47,3322.88,2.1051,nan,5.05869,2.17203,0.03917,0.02805,0.01347,0.00569,0,0,0,0,1.84989,nan,7.15424,1.8686,0.000907848,0.000907848,0.000907848
48,3395.03,2.20196,4.39863,5.9566,2.27135,0.00416,0.63182,0.01408,0.00649,0,0,0,0,1.82356,nan,7.32904,1.83809,0.000891345,0.000891345,0.000891345
49,3468.02,2.24852,4.4585,6.36149,2.32314,0.00645,0.52247,0.0097,0.00424,0,0,0,0,1.78073,nan,9.21024,1.80985,0.000874842,0.000874842,0.000874842
50,3541.41,2.26439,4.43429,7.41997,2.37544,0.0041,0.40565,0.02194,0.00977,0,0,0,0,1.93062,nan,10.7145,1.90251,0.000858338,0.000858338,0.000858338
51,3613.64,2.31985,4.37543,7.52243,2.38299,0.00332,0.52814,0.0042,0.00178,0,0,0,0,1.97793,nan,9.95104,1.94038,0.000841835,0.000841835,0.000841835
52,3687.32,2.29294,4.39608,7.74905,2.39547,0.0039,0.64023,0.03385,0.01512,0,0,0,0,1.96127,nan,10.9219,1.9743,0.000825332,0.000825332,0.000825332
53,3760.12,2.33863,4.39053,8.14323,2.43346,0.00445,0.6476,0.02474,0.00945,0,0,0,0,2.06284,nan,10.7137,2.07831,0.000808828,0.000808828,0.000808828
54,3833.49,2.32005,4.38788,8.00234,2.43714,0.00412,0.66763,0.02712,0.01212,0,0,0,0,2.00781,nan,10.1797,2.06404,0.000792325,0.000792325,0.000792325
55,3906.41,2.38334,4.39214,8.20801,2.47818,0.004,0.66864,0.02262,0.01103,0,0,0,0,2.02313,nan,10.0157,2.10207,0.000775822,0.000775822,0.000775822
56,3979.69,2.39552,4.41476,8.15614,2.50958,0.00415,0.65365,0.03428,0.01808,0,0,0,0,2.03207,nan,10.6718,2.09905,0.000759318,0.000759318,0.000759318
57,4052.44,2.40717,4.39068,8.88891,2.50181,0.00439,0.61666,0.01362,0.00597,0,0,0,0,2.11117,nan,11.4826,2.14789,0.000742815,0.000742815,0.000742815
58,4124.88,2.39575,4.40593,8.68061,2.50248,0.00392,0.63846,0.02121,0.00808,0,0,0,0,2.08926,nan,11.1467,2.14516,0.000726312,0.000726312,0.000726312
59,4197.9,2.46507,4.43332,9.19933,2.57305,0.00397,0.63773,0.03604,0.01754,0,0,0,0,2.14508,nan,13.2969,2.20068,0.000709809,0.000709809,0.000709809
60,4270.88,2.4371,4.38325,8.65836,2.57187,0.00375,0.62911,0.03524,0.01672,0,0,0,0,2.12157,nan,11.9729,2.16389,0.000693305,0.000693305,0.000693305
61,4343.01,2.44465,4.35944,9.08993,2.52957,0.00374,0.63116,0.01405,0.00524,0,0,0,0,2.14368,nan,12.8238,2.20957,0.000676802,0.000676802,0.000676802
62,4415.07,2.46222,4.36289,9.58651,2.57135,0.00436,0.61635,0.0135,0.00619,0,0,0,0,2.11933,nan,11.5233,2.21922,0.000660299,0.000660299,0.000660299
63,4488.35,2.46301,4.39382,9.40326,2.5915,0.00398,0.63394,0.0091,0.00361,0,0,0,0,2.1458,nan,13.0501,2.2237,0.000643795,0.000643795,0.000643795
64,4562.66,2.46299,4.38361,9.67976,2.592,0.00414,0.6331,0.02636,0.01314,0,0,0,0,2.1508,nan,12.3146,2.2437,0.000627292,0.000627292,0.000627292
65,4636.04,2.49985,4.43352,9.6556,2.63301,0.00405,0.64048,0.01432,0.00601,0,0,0,0,2.19476,nan,12.0007,2.26924,0.000610789,0.000610789,0.000610789
66,4709.99,2.47056,4.3402,9.96466,2.57659,0.00411,0.63947,0.01547,0.00609,0,0,0,0,2.18189,nan,13.7165,2.26995,0.000594286,0.000594286,0.000594286
67,4784.38,2.51168,4.40123,9.70992,2.63107,0.00466,0.61332,0.01589,0.00652,0,0,0,0,2.19738,nan,15.0705,2.28255,0.000577782,0.000577782,0.000577782
68,4859.51,2.50787,4.39553,10.706,2.61917,0.00478,0.54981,0.00732,0.00267,0,0,0,0,2.20099,nan,14.0868,2.25967,0.000561279,0.000561279,0.000561279
69,4932.69,2.4958,4.38466,10.2112,2.62349,0.00432,0.6605,0.03164,0.01434,0,0,0,0,2.20428,nan,14.6823,2.27646,0.000544776,0.000544776,0.000544776
