epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,3859.78,0.73508,1.19579,0.67545,1.04532,0.81881,0.73216,0.80003,0.60235,0.82777,0.73977,0.80865,0.58348,0.96632,1.58088,0.88212,1.22772,0.000297226,0.000297226,0.000297226
85,3905.55,0.71433,1.18725,0.67303,1.04866,0.86391,0.68766,0.79683,0.59885,0.87359,0.69527,0.80737,0.57736,0.94754,1.5737,0.89422,1.21787,0.000280723,0.000280723,0.000280723
86,3951.04,0.72169,1.17872,0.67202,1.03959,0.84193,0.68258,0.79076,0.60028,0.85168,0.68809,0.80321,0.57757,0.9669,1.57055,0.89249,1.23943,0.00026422,0.00026422,0.00026422
87,3996.52,0.71817,1.18887,0.66618,1.05085,0.80978,0.73261,0.80202,0.60287,0.81663,0.73798,0.80897,0.58578,0.94607,1.5706,0.89067,1.22693,0.000247716,0.000247716,0.000247716
88,4041.94,0.71705,1.20423,0.66398,1.04583,0.80032,0.73025,0.80699,0.61818,0.80921,0.7376,0.8166,0.59427,0.9327,1.56072,0.87953,1.21554,0.000231213,0.000231213,0.000231213
89,4087.12,0.7084,1.1834,0.65927,1.04116,0.85766,0.69376,0.80383,0.60462,0.85892,0.69452,0.80756,0.58864,0.93854,1.54452,0.88558,1.19963,0.00021471,0.00021471,0.00021471
90,4132.51,0.69596,1.16344,0.64007,1.02528,0.83679,0.72086,0.80575,0.60455,0.84575,0.72847,0.81274,0.58642,0.94812,1.56433,0.88507,1.21714,0.000198206,0.000198206,0.000198206
91,4213.05,0.68494,1.14087,0.57332,1.0012,0.86102,0.70225,0.8094,0.61007,0.87371,0.71351,0.82023,0.59618,0.9452,1.55064,0.85395,1.22181,0.000181703,0.000181703,0.000181703
92,4258.58,0.66243,1.12116,0.55032,0.98984,0.86994,0.69419,0.80382,0.61217,0.87145,0.69668,0.81266,0.58733,0.94098,1.55678,0.90587,1.21935,0.0001652,0.0001652,0.0001652
93,4304.2,0.66743,1.1029,0.5389,0.98901,0.87941,0.70055,0.81171,0.61348,0.88785,0.71158,0.82019,0.59322,0.94293,1.56608,0.86745,1.22067,0.000148696,0.000148696,0.000148696
94,4349.53,0.65846,1.09114,0.52245,0.97987,0.87303,0.70333,0.80818,0.61193,0.87736,0.71842,0.81636,0.59693,0.94311,1.55274,0.87768,1.23447,0.000132193,0.000132193,0.000132193
95,4394.95,0.65553,1.09948,0.52093,0.98153,0.89072,0.66554,0.80163,0.61211,0.82776,0.7155,0.81294,0.59088,0.93749,1.54126,0.89471,1.21739,0.00011569,0.00011569,0.00011569
96,4440.34,0.65208,1.08421,0.5087,0.98033,0.86688,0.69216,0.80393,0.6111,0.87462,0.698,0.81292,0.59561,0.93778,1.56063,0.89845,1.22846,9.91865e-05,9.91865e-05,9.91865e-05
97,4485.27,0.63639,1.08385,0.49636,0.9671,0.86887,0.71501,0.80947,0.61011,0.87644,0.72085,0.81557,0.5987,0.92525,1.55755,0.87685,1.21234,8.26832e-05,8.26832e-05,8.26832e-05
98,4531.26,0.6247,1.04027,0.48274,0.96183,0.87231,0.69903,0.80615,0.60959,0.88014,0.70478,0.81445,0.5931,0.93812,1.57004,0.89248,1.22323,6.61799e-05,6.61799e-05,6.61799e-05
99,4577.51,0.63068,1.06148,0.49126,0.96502,0.89991,0.69491,0.81172,0.61689,0.87195,0.72163,0.82128,0.59989,0.92789,1.56426,0.87399,1.22002,4.96766e-05,4.96766e-05,4.96766e-05
100,4623.2,0.63331,1.05381,0.48185,0.96104,0.87729,0.7155,0.81334,0.61855,0.88499,0.72134,0.82198,0.59652,0.93713,1.55313,0.86824,1.22857,3.31733e-05,3.31733e-05,3.31733e-05
