epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,2314.3,1.0455,1.65799,1.18459,1.23968,0.76219,0.65731,0.74256,0.54384,0.77151,0.65821,0.75173,0.52979,1.04926,1.64216,1.16782,1.23188,0.000874842,0.000874842,0.000874842
50,2361.35,1.03227,1.65248,1.17919,1.23137,0.73708,0.69753,0.76193,0.55734,0.73955,0.70007,0.76403,0.54205,1.0276,1.55055,1.03096,1.21638,0.000858338,0.000858338,0.000858338
51,2408.42,1.05595,1.65389,1.177,1.23815,0.78067,0.64451,0.75296,0.54665,0.78412,0.64643,0.75654,0.53812,1.05432,1.68485,1.05124,1.24926,0.000841835,0.000841835,0.000841835
52,2455.15,1.01672,1.62128,1.14108,1.22407,0.75865,0.67073,0.74282,0.53612,0.75906,0.67149,0.75113,0.51191,1.08004,1.63206,1.06784,1.25208,0.000825332,0.000825332,0.000825332
53,2501.78,1,1.60804,1.1223,1.20588,0.78788,0.63237,0.73667,0.53771,0.78328,0.65194,0.74708,0.52234,1.07217,1.64628,1.06878,1.24556,0.000808828,0.000808828,0.000808828
54,2548.69,0.98291,1.62509,1.1089,1.19975,0.77232,0.64066,0.7366,0.53818,0.77536,0.64301,0.74305,0.52683,1.03816,1.60879,1.06816,1.21602,0.000792325,0.000792325,0.000792325
55,2595.44,0.98944,1.60922,1.09714,1.19324,0.77677,0.66826,0.75011,0.55632,0.7793,0.67043,0.75887,0.53787,1.03575,1.70244,1.05938,1.21238,0.000775822,0.000775822,0.000775822
56,2641.71,0.99232,1.581,1.09981,1.20089,0.80224,0.65119,0.75174,0.55066,0.80256,0.65195,0.75697,0.5334,1.03938,1.56264,1.03897,1.21299,0.000759318,0.000759318,0.000759318
57,2688.3,0.96723,1.56657,1.06336,1.1773,0.82747,0.62883,0.75543,0.56102,0.8305,0.63137,0.76165,0.5398,1.05281,1.72243,1.0248,1.23112,0.000742815,0.000742815,0.000742815
58,2735.79,0.97513,1.55349,1.08279,1.19462,0.79927,0.6381,0.7624,0.5616,0.80252,0.64063,0.76684,0.54318,1.01947,1.63021,1.03868,1.21245,0.000726312,0.000726312,0.000726312
59,2782.96,0.9457,1.53745,1.05261,1.18042,0.78228,0.70594,0.77411,0.56018,0.78015,0.70803,0.78028,0.54719,1.04578,1.56031,1.01972,1.22481,0.000709809,0.000709809,0.000709809
60,2830.4,0.94713,1.52521,1.05134,1.17547,0.81161,0.69976,0.7648,0.55781,0.81732,0.70483,0.77345,0.54363,1.02804,1.64989,1.01711,1.22087,0.000693305,0.000693305,0.000693305
61,2877.28,0.95918,1.54237,1.03688,1.16314,0.8374,0.65091,0.76697,0.56956,0.84069,0.65345,0.77285,0.54456,1.02602,1.70042,1.00123,1.2267,0.000676802,0.000676802,0.000676802
62,2924.65,0.93094,1.49346,1.00912,1.15235,0.77773,0.71051,0.7524,0.53175,0.78472,0.7206,0.76043,0.52009,1.04018,1.62238,1.0008,1.2401,0.000660299,0.000660299,0.000660299
63,2970.93,0.92362,1.51322,0.99609,1.14945,0.7951,0.67589,0.76861,0.55312,0.79304,0.67411,0.76779,0.53642,1.0414,1.6439,1.03768,1.21503,0.000643795,0.000643795,0.000643795
64,3017.72,0.92101,1.5055,0.99802,1.135,0.80267,0.67234,0.76209,0.56664,0.80554,0.67488,0.76611,0.5455,1.01002,1.59717,0.97523,1.22497,0.000627292,0.000627292,0.000627292
65,3064.65,0.8923,1.4481,0.94825,1.1244,0.76993,0.70168,0.77116,0.56953,0.77957,0.70386,0.77951,0.55551,1.01608,1.64546,0.96363,1.21279,0.000610789,0.000610789,0.000610789
66,3111.97,0.89707,1.4301,0.95987,1.12787,0.74612,0.72388,0.76387,0.56882,0.77767,0.70512,0.77325,0.54011,1.01495,1.65387,1.01305,1.19633,0.000594286,0.000594286,0.000594286
67,3158.46,0.91363,1.4823,0.95756,1.14268,0.81513,0.6925,0.7692,0.56513,0.82378,0.70011,0.7793,0.54372,1.03018,1.55823,0.98402,1.22469,0.000577782,0.000577782,0.000577782
68,3204.65,0.90035,1.45696,0.96079,1.12478,0.78779,0.64392,0.75825,0.56972,0.79198,0.64722,0.766,0.54818,0.99991,1.54322,1.01671,1.19947,0.000561279,0.000561279,0.000561279
69,3250.97,0.88591,1.45712,0.93214,1.11614,0.83192,0.63021,0.75659,0.56954,0.84329,0.6374,0.77306,0.55178,0.97782,1.5628,1.00682,1.18616,0.000544776,0.000544776,0.000544776
70,3298.01,0.88162,1.43356,0.91383,1.11644,0.79688,0.6968,0.78323,0.58418,0.79938,0.69934,0.7933,0.56754,0.99178,1.58964,0.97577,1.19615,0.000528272,0.000528272,0.000528272
71,3345.26,0.85938,1.38129,0.89461,1.11464,0.82118,0.65732,0.77374,0.57453,0.83556,0.66123,0.78323,0.56172,0.99534,1.62022,0.98379,1.19037,0.000511769,0.000511769,0.000511769
72,3391.67,0.86714,1.39343,0.8999,1.11123,0.84936,0.66832,0.78438,0.5961,0.85245,0.67086,0.79133,0.56778,0.97252,1.52393,0.945,1.15709,0.000495266,0.000495266,0.000495266
73,3439.58,0.85229,1.41573,0.88511,1.09861,0.85683,0.68796,0.78494,0.57753,0.86296,0.69303,0.79244,0.55803,1.00979,1.53021,0.93661,1.18687,0.000478762,0.000478762,0.000478762
74,3486.38,0.8459,1.38964,0.85941,1.08888,0.76516,0.72022,0.76206,0.58076,0.77057,0.72529,0.77187,0.55721,0.94647,1.52101,0.99639,1.17116,0.000462259,0.000462259,0.000462259
75,3534.83,0.85051,1.36233,0.87935,1.09498,0.821,0.64374,0.76909,0.58141,0.82438,0.64628,0.77061,0.55953,0.95434,1.60844,1.01164,1.16854,0.000445756,0.000445756,0.000445756
76,3581.57,0.85513,1.40151,0.86829,1.09198,0.77244,0.69035,0.77517,0.57933,0.77578,0.69289,0.77684,0.55941,0.98751,1.55908,1.0418,1.17064,0.000429253,0.000429253,0.000429253
77,3628.82,0.8349,1.35906,0.83722,1.09299,0.80942,0.68226,0.78121,0.59305,0.81495,0.68658,0.78976,0.57426,0.95569,1.51701,0.95918,1.15046,0.000412749,0.000412749,0.000412749
78,3676.21,0.84058,1.38258,0.86653,1.09591,0.7681,0.71388,0.78868,0.58784,0.7681,0.71388,0.79066,0.56354,0.96621,1.5796,0.93614,1.16858,0.000396246,0.000396246,0.000396246
79,3722.64,0.81279,1.32596,0.81143,1.07416,0.83072,0.70107,0.7884,0.59187,0.84166,0.71046,0.79284,0.5722,0.96063,1.62328,0.91819,1.16712,0.000379743,0.000379743,0.000379743
80,3769.37,0.80613,1.32894,0.81521,1.07557,0.77545,0.71436,0.79155,0.60116,0.78104,0.71944,0.79714,0.57774,0.94922,1.56842,0.91781,1.14759,0.000363239,0.000363239,0.000363239
81,3817.41,0.80596,1.34545,0.79823,1.06841,0.79857,0.68786,0.77743,0.58529,0.80172,0.6904,0.78203,0.57256,0.95963,1.64059,0.95277,1.1617,0.000346736,0.000346736,0.000346736
82,3864.79,0.80642,1.31979,0.81612,1.0777,0.8023,0.68811,0.7942,0.60366,0.80827,0.69141,0.80024,0.57785,0.94878,1.63856,0.92923,1.15941,0.000330233,0.000330233,0.000330233
83,3917.35,0.80588,1.31714,0.79663,1.06931,0.84462,0.70608,0.79054,0.5948,0.84791,0.70838,0.79342,0.57921,0.95633,1.60306,0.89955,1.16555,0.000313729,0.000313729,0.000313729
84,3965.08,0.78857,1.27457,0.77541,1.05409,0.85801,0.64757,0.78483,0.59347,0.86175,0.65011,0.78852,0.57301,0.94867,1.58269,0.95331,1.15254,0.000297226,0.000297226,0.000297226
85,4011.68,0.77924,1.28421,0.77034,1.05393,0.81104,0.7114,0.79299,0.5986,0.81398,0.71393,0.79679,0.58066,0.92306,1.58991,0.89823,1.13752,0.000280723,0.000280723,0.000280723
86,4058.35,0.78734,1.27001,0.7757,1.05131,0.84458,0.66101,0.79457,0.60226,0.84802,0.66332,0.79967,0.58389,0.9468,1.55756,0.91516,1.14564,0.00026422,0.00026422,0.00026422
87,4105.28,0.77742,1.28842,0.76585,1.05764,0.85191,0.68828,0.78696,0.59541,0.85828,0.69336,0.7945,0.57523,0.92386,1.63445,0.90532,1.14954,0.000247716,0.000247716,0.000247716
88,4151.89,0.76695,1.29268,0.75059,1.04847,0.8307,0.72083,0.80411,0.60773,0.8336,0.72337,0.80636,0.58355,0.93226,1.5926,0.88151,1.15343,0.000231213,0.000231213,0.000231213
89,4198.99,0.76485,1.2751,0.7426,1.04863,0.8641,0.69,0.79354,0.59877,0.86718,0.69254,0.79266,0.58402,0.92313,1.58709,0.89694,1.14181,0.00021471,0.00021471,0.00021471
90,4245.54,0.75709,1.27098,0.73313,1.03717,0.82714,0.69326,0.79052,0.59745,0.83039,0.69486,0.7923,0.58474,0.90926,1.61407,0.90346,1.13296,0.000198206,0.000198206,0.000198206
91,4354.9,0.72601,1.24662,0.66626,1.03064,0.8028,0.70506,0.79551,0.60447,0.8068,0.71295,0.79424,0.58136,0.94059,1.57569,0.8918,1.15068,0.000181703,0.000181703,0.000181703
92,4401.46,0.7047,1.21684,0.64369,1.00741,0.88319,0.69427,0.80006,0.60483,0.88656,0.69681,0.80257,0.58573,0.93411,1.5728,0.87359,1.15041,0.0001652,0.0001652,0.0001652
93,4447.47,0.71098,1.20885,0.62643,1.01129,0.85479,0.69414,0.79667,0.60456,0.86014,0.69845,0.80338,0.58258,0.94629,1.6363,0.89872,1.15328,0.000148696,0.000148696,0.000148696
94,4493.9,0.69327,1.1916,0.61589,1.00737,0.84866,0.71474,0.7968,0.60252,0.85331,0.71728,0.80012,0.5877,0.94101,1.55089,0.89638,1.16161,0.000132193,0.000132193,0.000132193
95,4540.26,0.69178,1.19761,0.61288,1.00391,0.81969,0.6877,0.79678,0.60616,0.81761,0.69627,0.79933,0.5864,0.9328,1.53769,0.91019,1.15473,0.00011569,0.00011569,0.00011569
96,4586.5,0.67735,1.16465,0.59088,0.99831,0.80485,0.73645,0.80072,0.60375,0.8096,0.74076,0.80473,0.5874,0.94089,1.56412,0.899,1.157,9.91865e-05,9.91865e-05,9.91865e-05
97,4632.91,0.68087,1.18704,0.59007,0.9929,0.85758,0.72187,0.81159,0.60994,0.86063,0.7244,0.81436,0.59749,0.92928,1.60295,0.85774,1.1546,8.26832e-05,8.26832e-05,8.26832e-05
98,4680.13,0.66415,1.13286,0.56935,0.98246,0.84691,0.71349,0.80869,0.61088,0.85204,0.7178,0.8159,0.59547,0.92473,1.56839,0.85658,1.16158,6.61799e-05,6.61799e-05,6.61799e-05
99,4726.39,0.66724,1.16309,0.57088,0.9914,0.85242,0.72565,0.8149,0.61763,0.85751,0.72997,0.8192,0.60229,0.92308,1.59005,0.86167,1.1608,4.96766e-05,4.96766e-05,4.96766e-05
100,4774.3,0.66454,1.14491,0.56398,0.98361,0.88376,0.71318,0.81855,0.61724,0.88691,0.71572,0.8216,0.6036,0.92453,1.6238,0.85662,1.16001,3.31733e-05,3.31733e-05,3.31733e-05
